epoch,step,train/total_loss_step
0,11199,0.7126773595809937
0,11249,0.7293391823768616
0,11299,0.6967930793762207
0,11349,0.6928187608718872
0,11399,0.6685718297958374
0,11449,0.6788651347160339
0,11499,0.7256655693054199
0,11549,0.6728887557983398
0,11599,0.6924447417259216
0,11649,0.7069039940834045
0,11699,0.6751038432121277
0,11749,0.6853673458099365
0,11799,0.6843922138214111
0,11849,0.6664094924926758
0,11899,0.7046147584915161
0,11949,0.6842309832572937
0,11999,0.7036206722259521
0,12049,0.6924697160720825
0,12099,0.6377651691436768
0,12149,0.6780846118927002
0,12199,0.7131890058517456
0,12249,0.6764906644821167
0,12299,0.6808406710624695
0,12349,0.6915848851203918
0,12399,0.7138298749923706
0,12449,0.6728795766830444
0,12499,0.706661581993103
0,12549,0.7077658176422119
0,12599,0.7085895538330078
0,12649,0.6927676200866699
0,12699,0.6566044092178345
0,12749,0.6602191925048828
0,12799,0.6938281655311584
0,12849,0.6959986686706543
0,12899,0.7003704309463501
0,12949,0.667293131351471
0,12999,0.6848625540733337
0,13049,0.6885165572166443
0,13099,0.6497131586074829
0,13149,0.6949039697647095
0,13199,0.6725960969924927
0,13249,0.6696940660476685
0,13299,0.6858692169189453
0,13349,0.6816155314445496
0,13399,0.6789662837982178
0,13449,0.6702836155891418
0,13499,0.6880159378051758
0,13549,0.7234796285629272
0,13599,0.6808669567108154
0,13649,0.6544234752655029
0,13699,0.6849696636199951
0,13749,0.7224735021591187
0,13799,0.6687809228897095
0,13849,0.7107297778129578
0,13899,0.6827958822250366
0,13949,0.6627744436264038
0,13999,0.6495401263237
0,14049,0.6744472980499268
0,14099,0.6976398825645447
0,14149,0.6624441146850586
0,14199,0.7117462754249573
0,14249,0.7279815673828125
