epoch,step,train/total_loss_step
0,49,0.6764140129089355
0,99,0.6595089435577393
0,149,0.6939116716384888
0,199,0.6694778800010681
0,249,0.6519207954406738
0,299,0.7000566124916077
0,349,0.696457028388977
0,399,0.6672419309616089
0,449,0.659253716468811
0,499,0.6680672764778137
0,549,0.6916042566299438
0,599,0.6993235945701599
0,649,0.7139403820037842
0,699,0.7077904939651489
0,749,0.6384663581848145
0,799,0.7000049352645874
0,849,0.6852052211761475
0,899,0.6418420076370239
0,949,0.6707934141159058
0,999,0.6650438904762268
0,1049,0.67873215675354
0,1099,0.6842520236968994
0,1149,0.6955442428588867
0,1199,0.6767532825469971
0,1249,0.6430349946022034
0,1299,0.718558132648468
0,1349,0.6892635822296143
0,1399,0.6966484785079956
0,1449,0.6726709604263306
0,1499,0.6814179420471191
0,1549,0.6831583976745605
0,1599,0.6877106428146362
0,1649,0.718354344367981
0,1699,0.7115497589111328
0,1749,0.6778571009635925
0,1799,0.6680196523666382
0,1849,0.6741825342178345
0,1899,0.6981290578842163
0,1949,0.743765115737915
0,1999,0.6891995668411255
0,2049,0.6646344661712646
0,2099,0.6886861324310303
0,2149,0.6635518074035645
0,2199,0.682442843914032
0,2249,0.6658053398132324
0,2299,0.6671112179756165
0,2349,0.7599436044692993
0,2399,0.6453421711921692
0,2449,0.66355961561203
0,2499,0.6934131979942322
0,2549,0.7288264036178589
0,2599,0.6849963665008545
0,2649,0.7195302248001099
0,2699,0.725358784198761
0,2749,0.7044004797935486
0,2799,0.6800806522369385
0,2849,0.7140928506851196
0,2899,0.6867517232894897
0,2949,0.6680254936218262
0,2999,0.6853969097137451
0,3049,0.693628191947937
0,3099,0.6859534978866577
0,3149,0.6836056709289551
0,3199,0.7110510468482971
0,3249,0.6680425405502319
0,3299,0.6754315495491028
0,3349,0.7092416286468506
0,3399,0.6828995943069458
0,3449,0.6793006658554077
0,3499,0.7011078596115112
0,3549,0.6481590867042542
0,3599,0.7130677700042725
0,3649,0.6750425100326538
0,3699,0.6520413756370544
0,3749,0.6990625858306885
0,3799,0.6817232370376587
0,3849,0.6854337453842163
0,3899,0.6907066106796265
0,3949,0.6775630712509155
0,3999,0.6541749835014343
0,4049,0.6840120553970337
0,4099,0.6509169340133667
0,4149,0.728983998298645
0,4199,0.6981817483901978
0,4249,0.6921067237854004
0,4299,0.7136744260787964
0,4349,0.7152982950210571
0,4399,0.644176185131073
0,4449,0.7156866192817688
0,4499,0.7160885334014893
0,4549,0.7017043232917786
0,4599,0.6935140490531921
0,4649,0.6583913564682007
0,4699,0.6646714210510254
0,4749,0.6638573408126831
0,4799,0.6375292539596558
0,4849,0.6913163661956787
0,4899,0.6900864243507385
0,4949,0.7166363596916199
0,4999,0.6912766695022583
0,5049,0.6996711492538452
0,5099,0.7241405248641968
0,5149,0.6513568758964539
0,5199,0.6822055578231812
0,5249,0.718056321144104
0,5299,0.6886729001998901
0,5349,0.6976743936538696
0,5399,0.7242075204849243
0,5449,0.6911963224411011
0,5499,0.7185282111167908
0,5549,0.6871529221534729
0,5599,0.6687316298484802
0,5649,0.6615570783615112
0,5699,0.6699663400650024
0,5749,0.7103041410446167
0,5799,0.6739985942840576
0,5849,0.6545860767364502
0,5899,0.70963454246521
0,5949,0.6923918128013611
0,5999,0.6785584688186646
0,6049,0.6912705898284912
0,6099,0.6535206437110901
0,6149,0.7028102874755859
0,6199,0.6794660091400146
0,6249,0.6848670840263367
0,6299,0.6888089776039124
0,6349,0.6615592241287231
0,6399,0.6919037699699402
0,6449,0.6990711092948914
0,6499,0.6481166481971741
0,6549,0.6773626804351807
0,6599,0.6580104231834412
0,6649,0.7184275984764099
0,6699,0.684763491153717
0,6749,0.6922738552093506
0,6799,0.7186952829360962
0,6849,0.656470775604248
0,6899,0.6665682792663574
0,6949,0.7154570817947388
0,6999,0.6646925806999207
0,7049,0.7124537229537964
0,7099,0.6799343228340149
0,7149,0.6818835735321045
0,7199,0.6660116910934448
0,7249,0.6813521385192871
0,7299,0.7108452916145325
0,7349,0.7314084768295288
0,7399,0.6642769575119019
0,7449,0.6872938275337219
0,7499,0.6807349920272827
0,7549,0.7139691114425659
0,7599,0.6782563924789429
0,7649,0.6570910215377808
0,7699,0.6665314435958862
0,7749,0.6646702289581299
0,7799,0.6890692710876465
0,7849,0.7033882737159729
0,7899,0.6814745664596558
0,7949,0.7324434518814087
0,7999,0.6995612382888794
0,8049,0.6921515464782715
0,8099,0.6899663209915161
0,8149,0.7007328271865845
0,8199,0.6672773361206055
0,8249,0.6511708498001099
0,8299,0.705481231212616
0,8349,0.6945160031318665
0,8399,0.7057396173477173
0,8449,0.6957080364227295
0,8499,0.6817920804023743
0,8549,0.6952400803565979
0,8599,0.6659348011016846
0,8649,0.727641224861145
0,8699,0.6652661561965942
0,8749,0.6910309195518494
0,8799,0.7365009784698486
0,8849,0.6914302110671997
0,8899,0.6661717891693115
0,8949,0.7058971524238586
0,8999,0.7074679732322693
0,9049,0.6850234270095825
0,9099,0.6805996894836426
0,9149,0.6909827589988708
0,9199,0.6888128519058228
0,9249,0.7056580781936646
0,9299,0.6814610958099365
0,9349,0.6567129492759705
0,9399,0.7099481821060181
0,9449,0.7350807189941406
0,9499,0.6766040325164795
0,9549,0.6792156100273132
0,9599,0.6797806620597839
0,9649,0.6877107620239258
0,9699,0.6989046335220337
0,9749,0.7096502780914307
0,9799,0.6900568604469299
0,9849,0.660237729549408
0,9899,0.6841155290603638
0,9949,0.7456451654434204
0,9999,0.6795065999031067
0,10049,0.7123900055885315
0,10099,0.7131104469299316
0,10149,0.6556256413459778
0,10199,0.6987327337265015
0,10249,0.7031883001327515
0,10299,0.6970328092575073
0,10349,0.6957052946090698
0,10399,0.6568888425827026
0,10449,0.6839393377304077
0,10499,0.6801583766937256
0,10549,0.6591229438781738
0,10599,0.7169004678726196
0,10649,0.7056684494018555
0,10699,0.6676896810531616
0,10749,0.6693481206893921
0,10799,0.7247363328933716
0,10849,0.7064276337623596
0,10899,0.6544186472892761
0,10949,0.6376155614852905
0,10999,0.6907818913459778
0,11049,0.7490129470825195
0,11099,0.6916801333427429
0,11149,0.6669998168945312
